,Unnamed: 0,text,polarity,truthful,tokens
1170,1170,"I recently had the misfortune of staying at the Swissotel Chicago hotel in Illinois, and it was one of the worse travel experiences I have ever had! First off the shuttle that was suppose to pick us up at the air port was late by over an hour! Then when the bus finally came, the driver was nice enough but it was clearly his first day on the job since he got lost going back to the hotel. Finally when we got to the hotel they didn;t seem to have our reservation for the 2nd room. (my wife and I stay in one room, our teenage girls usually stay in their own room.) So after the very rude clerk at the corner did nothing to help us we were forced to pack into one room. we would have rented another room but they had no vacancies left. They hotel did have a large occupancy rate, but that only slowed up everything else. our room service was late almost everytime we ordered, and the hotel restaurant never had a wait less then 45 mins. The quality of the room was fair enough, but it was almost impossible to get room service, we could not get fresh towels for almost 2 days! We were suppose to stay for a week, we left after 4 days and found a different hotel to stay at. I would not recommend this place to anyone! stay away!
",neg,dec,"[('recently', 'RB'), ('misfortune', 'RBS'), ('staying', 'VBG'), ('swissotel', 'NN'), ('chicago', 'JJ'), ('hotel', 'NN'), ('illinois', 'NN'), ('one', 'CD'), ('worse', 'JJR'), ('travel', 'NN'), ('experiences', 'NNS'), ('ever', 'RB'), ('first', 'RB'), ('shuttle', 'JJ'), ('suppose', 'JJ'), ('pick', 'NN'), ('air', 'NN'), ('port', 'NN'), ('late', 'RB'), ('hour', 'NN'), ('bus', 'NN'), ('finally', 'RB'), ('came', 'VBD'), ('driver', 'JJ'), ('nice', 'RB'), ('enough', 'RB'), ('clearly', 'RB'), ('first', 'JJ'), ('day', 'NN'), ('job', 'NN'), ('since', 'IN'), ('got', 'VBD'), ('lost', 'VBN'), ('going', 'VBG'), ('back', 'RB'), ('hotel', 'NN'), ('finally', 'RB'), ('got', 'VBD'), ('hotel', 'NN'), ('didn', 'NN'), ('seem', 'VBP'), ('reservation', 'NN'), ('2nd', 'CD'), ('room', 'NN'), ('wife', 'NN'), ('stay', 'VBP'), ('one', 'CD'), ('room', 'NN'), ('teenage', 'NN'), ('girls', 'NNS'), ('usually', 'RB'), ('stay', 'VBP'), ('room', 'NN'), ('rude', 'NN'), ('clerk', 'NN'), ('corner', 'NN'), ('nothing', 'NN'), ('help', 'NN'), ('forced', 'VBD'), ('pack', 'VB'), ('one', 'CD'), ('room', 'NN'), ('rented', 'VBD'), ('another', 'DT'), ('room', 'NN'), ('vacancies', 'NNS'), ('left', 'VBD'), ('hotel', 'NN'), ('large', 'JJ'), ('occupancy', 'NN'), ('rate', 'NN'), ('slowed', 'VBD'), ('everything', 'NN'), ('else', 'RB'), ('room', 'NN'), ('service', 'NN'), ('late', 'RB'), ('almost', 'RB'), ('everytime', 'JJ'), ('ordered', 'JJ'), ('hotel', 'NN'), ('restaurant', 'NN'), ('never', 'RB'), ('wait', 'VBD'), ('less', 'JJR'), ('mins', 'NNS'), ('quality', 'NN'), ('room', 'NN'), ('fair', 'NN'), ('enough', 'JJ'), ('almost', 'RB'), ('impossible', 'JJ'), ('get', 'NN'), ('room', 'NN'), ('service', 'NN'), ('get', 'VBP'), ('fresh', 'JJ'), ('towels', 'NNS'), ('almost', 'RB'), ('days', 'NNS'), ('suppose', 'VBP'), ('stay', 'JJ'), ('week', 'NN'), ('left', 'VBD'), ('days', 'NNS'), ('found', 'VBN'), ('different', 'JJ'), ('hotel', 'NN'), ('stay', 'NN'), ('recommend', 'JJ'), ('place', 'NN'), ('anyone', 'NN'), ('stay', 'VB'), ('away', 'RB')]"
1171,1171,"I was very disappointed with this hotel. I have stayed in other Swissotels and enjoyed them very much, but the service can only be described as aloof. There was no warmth during the prolonged checkin procedure, and the woman repeatedly asked me to provide information I had given her minutes ago. Precise, indeed. Room service took forever to pick up (good sign in a way=busy because they are good), but the food arrived very late and very cold. The man tried to replace it, but than took another hour, and I was never given a price reduction, free dessert, or anything to apologize. As for cleanliness, they must be next to godly, as they knocked on my door at 0800, despite the fact I had a doorknocker requesting no service (I'm a late sleeper.) Very disappointed with my stay. This hotel clearly did not help build the chain's reputation.
",neg,dec,"[('disappointed', 'JJ'), ('hotel', 'NN'), ('stayed', 'VBD'), ('swissotels', 'NNS'), ('enjoyed', 'VBN'), ('much', 'JJ'), ('service', 'NN'), ('can', 'MD'), ('described', 'VB'), ('aloof', 'JJ'), ('warmth', 'NNS'), ('prolonged', 'VBD'), ('checkin', 'JJ'), ('procedure', 'NN'), ('woman', 'NN'), ('repeatedly', 'RB'), ('asked', 'VBD'), ('provide', 'JJ'), ('information', 'NN'), ('given', 'VBN'), ('minutes', 'NNS'), ('ago', 'RB'), ('precise', 'VBP'), ('indeed', 'RB'), ('room', 'NN'), ('service', 'NN'), ('took', 'VBD'), ('forever', 'RB'), ('pick', 'JJ'), ('good', 'JJ'), ('sign', 'NN'), ('waybusy', 'JJ'), ('good', 'JJ'), ('food', 'NN'), ('arrived', 'VBN'), ('late', 'JJ'), ('cold', 'NN'), ('man', 'NN'), ('tried', 'VBD'), ('replace', 'VB'), ('took', 'VBD'), ('another', 'DT'), ('hour', 'NN'), ('never', 'RB'), ('given', 'VBN'), ('price', 'NN'), ('reduction', 'NN'), ('free', 'JJ'), ('dessert', 'NN'), ('anything', 'NN'), ('apologize', 'JJ'), ('cleanliness', 'NN'), ('must', 'MD'), ('next', 'VB'), ('godly', 'RB'), ('knocked', 'VBN'), ('door', 'NN'), ('0800', 'CD'), ('despite', 'IN'), ('fact', 'NN'), ('doorknocker', 'NN'), ('requesting', 'VBG'), ('service', 'NN'), ('late', 'RB'), ('sleeper', 'NN'), ('disappointed', 'JJ'), ('stay', 'NN'), ('hotel', 'NN'), ('clearly', 'RB'), ('help', 'VBP'), ('build', 'VB'), ('chain', 'NN'), ('reputation', 'NN')]"
1172,1172,"I received the type of room that I had reserved. Cleanliness seems to be an issue with the maid staff. The carpet had debris and the bathroom needed attention. Room service was adequate but not great. The walls seem to be paper then as I heard one neighbor's TV for most of the night and the other neighbor's late enjoyment.
",neg,dec,"[('received', 'VBN'), ('type', 'JJ'), ('room', 'NN'), ('reserved', 'VBD'), ('cleanliness', 'JJ'), ('seems', 'VBZ'), ('issue', 'NN'), ('maid', 'VBD'), ('staff', 'NN'), ('carpet', 'NN'), ('debris', 'NN'), ('bathroom', 'NN'), ('needed', 'VBN'), ('attention', 'NN'), ('room', 'NN'), ('service', 'NN'), ('adequate', 'JJ'), ('great', 'JJ'), ('walls', 'NNS'), ('seem', 'VBP'), ('paper', 'NN'), ('heard', 'NN'), ('one', 'CD'), ('neighbor', 'NN'), ('night', 'NN'), ('neighbor', 'NN'), ('late', 'JJ'), ('enjoyment', 'NN')]"
1173,1173,"I stayed at Swissotel Chicago for 1 night while on vacation with my girlfriend. Our plan was to stay 3 nights there originally but its beauty could not make up for the poor service we received from the front desk associate. We walked in and despite being the only guests waiting to check in, we still stood waiting for 10 minutes while the person at the desk chatted on the phone with someone who was clearly not related to the hotel. Once me leaning against the counter finally got her attention, she got off the phone and acted like I was the one at fault. Needless to say I will not be staying here again.
",neg,dec,"[('stayed', 'JJ'), ('swissotel', 'NN'), ('chicago', 'NN'), ('night', 'NN'), ('vacation', 'NN'), ('girlfriend', 'NN'), ('plan', 'NN'), ('stay', 'VBP'), ('nights', 'NNS'), ('originally', 'RB'), ('beauty', 'VBP'), ('make', 'VBP'), ('poor', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('front', 'JJ'), ('desk', 'NN'), ('associate', 'NN'), ('walked', 'VBD'), ('despite', 'IN'), ('guests', 'NNS'), ('waiting', 'VBG'), ('check', 'NN'), ('still', 'RB'), ('stood', 'VBD'), ('waiting', 'VBG'), ('minutes', 'NNS'), ('person', 'NN'), ('desk', 'NN'), ('chatted', 'VBD'), ('phone', 'NN'), ('someone', 'NN'), ('clearly', 'RB'), ('related', 'JJ'), ('hotel', 'NN'), ('leaning', 'VBG'), ('counter', 'NN'), ('finally', 'RB'), ('got', 'VBD'), ('attention', 'NN'), ('got', 'VBD'), ('phone', 'NN'), ('acted', 'VBD'), ('like', 'IN'), ('one', 'CD'), ('fault', 'NN'), ('needless', 'JJ'), ('say', 'VBP'), ('will', 'MD'), ('staying', 'VBG')]"
1174,1174,"Chicago is my favorite city visit. I wanted to share this special city with a new love and booked us a room at the Swissotel. It is advertised as close to downtown and close to the museums of Chicago. I wanted to share my new love. It was indeed close to the museums but to get to either the shopping district or the Chicago Art Institute it was a long walk, full of detours, and it was not easy to grab a cab. While the rooms seemed to be luxuriously decorated the beds were uncomfortable and the rooms just were not very clean. The Room Service was slow, the food arrived cold, and the total experience was way so expensive for what we got. I do not think I have ever experienced the level of noise in such a ""grand hotel"" as the Swissotel seems. I would not recommend the Swissotel because disappointment, noise, and cold food should just not cost that much.
",neg,dec,"[('chicago', 'JJ'), ('favorite', 'JJ'), ('city', 'NN'), ('visit', 'NN'), ('wanted', 'VBD'), ('share', 'NN'), ('special', 'JJ'), ('city', 'NN'), ('new', 'JJ'), ('love', 'NN'), ('booked', 'VBD'), ('room', 'NN'), ('swissotel', 'NN'), ('advertised', 'VBD'), ('close', 'RB'), ('downtown', 'JJ'), ('close', 'RB'), ('museums', 'NNS'), ('chicago', 'RB'), ('wanted', 'VBD'), ('share', 'NN'), ('new', 'JJ'), ('love', 'NN'), ('indeed', 'RB'), ('close', 'RB'), ('museums', 'NNS'), ('get', 'VBP'), ('either', 'DT'), ('shopping', 'NN'), ('district', 'NN'), ('chicago', 'VBP'), ('art', 'RB'), ('institute', 'NN'), ('long', 'JJ'), ('walk', 'NN'), ('full', 'JJ'), ('detours', 'NNS'), ('easy', 'JJ'), ('grab', 'JJ'), ('cab', 'NN'), ('rooms', 'NNS'), ('seemed', 'VBD'), ('luxuriously', 'RB'), ('decorated', 'VBN'), ('beds', 'NNS'), ('uncomfortable', 'JJ'), ('rooms', 'NNS'), ('just', 'RB'), ('clean', 'JJ'), ('room', 'NN'), ('service', 'NN'), ('slow', 'JJ'), ('food', 'NN'), ('arrived', 'VBD'), ('cold', 'JJ'), ('total', 'JJ'), ('experience', 'NN'), ('way', 'NN'), ('expensive', 'JJ'), ('got', 'VBD'), ('think', 'VBP'), ('ever', 'RB'), ('experienced', 'VBN'), ('level', 'NN'), ('noise', 'NN'), ('grand', 'JJ'), ('hotel', 'NN'), ('swissotel', 'NN'), ('seems', 'VBZ'), ('recommend', 'JJ'), ('swissotel', 'NN'), ('disappointment', 'NN'), ('noise', 'NN'), ('cold', 'JJ'), ('food', 'NN'), ('just', 'RB'), ('cost', 'NN'), ('much', 'JJ')]"
1175,1175,"Grant it, this hotel seems very nice, but I was not at all pleased with my stay here. The customer service was horrible. I had to request more towels and washcloths several times before receiving them and my linen had not been replaced either. For as much as I paid to stay here, you'd think the least you'd get is an iron. Not! I had to request an iron, too! In addition to all of the failed amenities, I was mistakenly charged twice for my stay and wasn't reimbursed until an entire week later. The next time I choose to visit Chicago, Swissotel will be the last place I think to stay.
",neg,dec,"[('grant', 'JJ'), ('hotel', 'NN'), ('seems', 'VBZ'), ('nice', 'JJ'), ('pleased', 'JJ'), ('stay', 'NN'), ('customer', 'NN'), ('service', 'NN'), ('horrible', 'JJ'), ('request', 'NN'), ('towels', 'NNS'), ('washcloths', 'VBD'), ('several', 'JJ'), ('times', 'NNS'), ('receiving', 'VBG'), ('linen', 'NN'), ('replaced', 'VBD'), ('either', 'RB'), ('much', 'JJ'), ('paid', 'VBD'), ('stay', 'JJ'), ('think', 'VBP'), ('least', 'JJS'), ('get', 'VB'), ('iron', 'JJ'), ('request', 'NN'), ('iron', 'NN'), ('addition', 'NN'), ('failed', 'VBD'), ('amenities', 'NNS'), ('mistakenly', 'RB'), ('charged', 'VBD'), ('twice', 'RB'), ('stay', 'VBP'), (""n't"", 'RB'), ('reimbursed', 'VBN'), ('entire', 'JJ'), ('week', 'NN'), ('later', 'RB'), ('next', 'JJ'), ('time', 'NN'), ('choose', 'JJ'), ('visit', 'NN'), ('chicago', 'NN'), ('swissotel', 'NN'), ('will', 'MD'), ('last', 'JJ'), ('place', 'NN'), ('think', 'VBP'), ('stay', 'NN')]"
1176,1176,"I booked a room at Swissotel Chicago because I thought the price was reasonable, and at the base price it was; however, it ended up costing more than I had planned for, as you have to pay for parking and other amenities. The service was not very good, considering they market themselves as a luxury hotel. There was no one there to help us bring in our bags when we had a difficult time doing so, and the staff were cold. All in all, I would say it was an average experience... not luxurious like they claim it to be.
",neg,dec,"[('booked', 'JJ'), ('room', 'NN'), ('swissotel', 'NN'), ('chicago', 'NN'), ('thought', 'VBD'), ('price', 'NN'), ('reasonable', 'JJ'), ('base', 'NN'), ('price', 'NN'), ('however', 'RB'), ('ended', 'VBD'), ('costing', 'VBG'), ('planned', 'JJ'), ('pay', 'NN'), ('parking', 'VBG'), ('amenities', 'NNS'), ('service', 'NN'), ('good', 'JJ'), ('considering', 'VBG'), ('market', 'NN'), ('luxury', 'NN'), ('hotel', 'NN'), ('one', 'CD'), ('help', 'NN'), ('bring', 'VB'), ('bags', 'NNS'), ('difficult', 'JJ'), ('time', 'NN'), ('staff', 'NN'), ('cold', 'JJ'), ('say', 'VBP'), ('average', 'JJ'), ('experience', 'NN'), ('...', ':'), ('luxurious', 'JJ'), ('like', 'IN'), ('claim', 'NN')]"
1177,1177,"My husband and I arrived at the Swissotel Chicago to celebrate our 13th wedding anniversary. We automatically thought our experience would be nice because the pictures on the website and the hotel's brochure intrigued us. Boy were wee wrong! Upon arrival (at the given and advertised check-in time) our room was not ready. We waited for more than an hour, with our bags in hand. We checked more than twice to see if the room was ready, but the staff was less than ""warm"" both times. After a few frowns and mumbles from the people at the desk in the hotels' lobby, tired and finally arriving to our room, we expected to take a nap and hit the city. We reserved the premier Corner King or so we thought. We were supposed to be able to see the lakes and rivers and the skyline. Yeah, right! All we saw were the brick side of the other side of the building. In addition, the water in the shower had little pressure. We called the front desk, the phone rang for 21 times before someone answered. My husband said that he thinks that they knew we were the people calling. We requested a better room, but they said that none was available. However, they did have an upgraded room, but we would have to pay some sort of upgrade fee. We could not believe it. My husband felt that we should not ""agitate"" them any further, for fear that they might make things even worse for us: like turn off our air. We threw on some more jeans and headed fro the coffee shop around the corner that had given us refuge before. After returning about 2 hours later, the water pressure was fixed. The room was clean and the bed was plush, but the overall experience (especially the rudeness of the staff) was not good. Let's just say that on our next 13th anniversary we won't stay at the Swissotel and will tell others to not stay there.
",neg,dec,"[('husband', 'NN'), ('arrived', 'VBD'), ('swissotel', 'JJ'), ('chicago', 'NN'), ('celebrate', 'NN'), ('13th', 'CD'), ('wedding', 'NN'), ('anniversary', 'NN'), ('automatically', 'RB'), ('thought', 'VBD'), ('experience', 'NN'), ('nice', 'JJ'), ('pictures', 'NNS'), ('website', 'JJ'), ('hotel', 'NN'), ('brochure', 'NN'), ('intrigued', 'VBN'), ('boy', 'JJ'), ('wee', 'NN'), ('wrong', 'JJ'), ('upon', 'IN'), ('arrival', 'JJ'), ('given', 'VBN'), ('advertised', 'VBD'), ('check-in', 'JJ'), ('time', 'NN'), ('room', 'NN'), ('ready', 'JJ'), ('waited', 'VBD'), ('hour', 'NN'), ('bags', 'NNS'), ('hand', 'NN'), ('checked', 'VBD'), ('twice', 'RB'), ('see', 'JJ'), ('room', 'NN'), ('ready', 'JJ'), ('staff', 'NN'), ('less', 'JJR'), ('warm', 'JJ'), ('times', 'NNS'), ('frowns', 'JJ'), ('mumbles', 'NNS'), ('people', 'NNS'), ('desk', 'VBP'), ('hotels', 'NNS'), ('lobby', 'RB'), ('tired', 'VBD'), ('finally', 'RB'), ('arriving', 'VBG'), ('room', 'NN'), ('expected', 'VBN'), ('take', 'VBP'), ('nap', 'JJ'), ('hit', 'VBN'), ('city', 'NN'), ('reserved', 'VBN'), ('premier', 'JJ'), ('corner', 'NN'), ('king', 'VBG'), ('thought', 'VBD'), ('supposed', 'VBN'), ('able', 'JJ'), ('see', 'NN'), ('lakes', 'VBZ'), ('rivers', 'NNS'), ('skyline', 'VBP'), ('yeah', 'RB'), ('right', 'JJ'), ('saw', 'NN'), ('brick', 'JJ'), ('side', 'NN'), ('side', 'NN'), ('building', 'NN'), ('addition', 'NN'), ('water', 'NN'), ('shower', 'VBD'), ('little', 'JJ'), ('pressure', 'NN'), ('called', 'VBN'), ('front', 'NN'), ('desk', 'NN'), ('phone', 'NN'), ('rang', 'NN'), ('times', 'NNS'), ('someone', 'NN'), ('answered', 'VBD'), ('husband', 'NN'), ('said', 'VBD'), ('thinks', 'JJ'), ('knew', 'VBD'), ('people', 'NNS'), ('calling', 'VBG'), ('requested', 'VBN'), ('better', 'RBR'), ('room', 'NN'), ('said', 'VBD'), ('none', 'NN'), ('available', 'JJ'), ('however', 'RB'), ('upgraded', 'JJ'), ('room', 'NN'), ('pay', 'NN'), ('sort', 'NN'), ('upgrade', 'JJ'), ('fee', 'NN'), ('believe', 'VBP'), ('husband', 'NN'), ('felt', 'VBD'), ('agitate', 'JJ'), ('fear', 'NN'), ('might', 'MD'), ('make', 'VB'), ('things', 'NNS'), ('even', 'RB'), ('worse', 'VBP'), ('like', 'IN'), ('turn', 'NN'), ('air', 'NN'), ('threw', 'VBD'), ('jeans', 'NNS'), ('headed', 'VBN'), ('fro', 'JJ'), ('coffee', 'NN'), ('shop', 'NN'), ('around', 'IN'), ('corner', 'NN'), ('given', 'VBN'), ('refuge', 'JJ'), ('returning', 'NN'), ('hours', 'NNS'), ('later', 'RB'), ('water', 'NN'), ('pressure', 'NN'), ('fixed', 'VBN'), ('room', 'NN'), ('clean', 'NN'), ('bed', 'VBD'), ('plush', 'JJ'), ('overall', 'JJ'), ('experience', 'NN'), ('especially', 'RB'), ('rudeness', 'JJ'), ('staff', 'NN'), ('good', 'JJ'), ('let', 'NN'), ('just', 'RB'), ('say', 'VB'), ('next', 'JJ'), ('13th', 'JJ'), ('anniversary', 'JJ'), (""n't"", 'RB'), ('stay', 'VB'), ('swissotel', 'RB'), ('will', 'MD'), ('tell', 'VB'), ('others', 'NNS'), ('stay', 'VB')]"
1178,1178,"I had really high hopes for this hotel. The location seemed great and the prices were too. Unfortunatley, you get what you pay for. Despite being located near the miracle mile and navy pier, there weren't many other redeeming qualities. The staff was very rude. We arrived late after a long drive from Detroit and found nobody in the lobby to help us check in. Once we finally got checked in, our room hadn't been cleaned and there was trash left over from the last people. We were told the cleaning staff had gone home for the night and they couldn't get to it until morning! We had planned on seeing some of Chicago's attractions like the Field Museum but we could hardly find anyone to help us out with where to go. Their website advertises lots of specials and packages but we found absolutely no way to purchase them. Finally, when we checked out, they had charged our room an extra cleaning fee because the cleaning we requested on the first night. RIDICULOUS!
",neg,dec,"[('really', 'RB'), ('high', 'JJ'), ('hopes', 'NNS'), ('hotel', 'NN'), ('location', 'NN'), ('seemed', 'VBD'), ('great', 'JJ'), ('prices', 'NNS'), ('unfortunatley', 'JJ'), ('get', 'VBP'), ('pay', 'VB'), ('despite', 'IN'), ('located', 'VBN'), ('near', 'IN'), ('miracle', 'NN'), ('mile', 'NN'), ('navy', 'NN'), ('pier', 'VBP'), (""n't"", 'RB'), ('many', 'JJ'), ('redeeming', 'VBG'), ('qualities', 'NNS'), ('staff', 'NN'), ('rude', 'VBP'), ('arrived', 'VBN'), ('late', 'RB'), ('long', 'JJ'), ('drive', 'NN'), ('detroit', 'NN'), ('found', 'VBD'), ('nobody', 'NN'), ('lobby', 'NN'), ('help', 'NN'), ('check', 'VB'), ('finally', 'RB'), ('got', 'VBN'), ('checked', 'JJ'), ('room', 'NN'), (""n't"", 'RB'), ('cleaned', 'VBD'), ('trash', 'JJ'), ('left', 'VBD'), ('last', 'JJ'), ('people', 'NNS'), ('told', 'VBD'), ('cleaning', 'VBG'), ('staff', 'NN'), ('gone', 'VBN'), ('home', 'NN'), ('night', 'NN'), (""n't"", 'RB'), ('get', 'VB'), ('morning', 'NN'), ('planned', 'VBN'), ('seeing', 'VBG'), ('chicago', 'JJ'), ('attractions', 'NNS'), ('like', 'IN'), ('field', 'NN'), ('museum', 'NN'), ('hardly', 'RB'), ('find', 'VB'), ('anyone', 'NN'), ('help', 'NN'), ('website', 'VB'), ('advertises', 'NNS'), ('lots', 'JJ'), ('specials', 'NNS'), ('packages', 'NNS'), ('found', 'VBD'), ('absolutely', 'RB'), ('way', 'NN'), ('purchase', 'NN'), ('finally', 'RB'), ('checked', 'VBD'), ('charged', 'VBN'), ('room', 'NN'), ('extra', 'JJ'), ('cleaning', 'NN'), ('fee', 'NN'), ('cleaning', 'NN'), ('requested', 'VBD'), ('first', 'RB'), ('night', 'NN'), ('ridiculous', 'JJ')]"
1179,1179,"The Swissotel Chicago is a very mediocre hotel, the service is always poor, and the room service food always comes cold, unless it's supposed to be cold than it comes warm. I would rather stay at a super 8 than this place again.
",neg,dec,"[('swissotel', 'NN'), ('chicago', 'VBZ'), ('mediocre', 'JJ'), ('hotel', 'NN'), ('service', 'NN'), ('always', 'RB'), ('poor', 'JJ'), ('room', 'NN'), ('service', 'NN'), ('food', 'NN'), ('always', 'RB'), ('comes', 'VBZ'), ('cold', 'JJ'), ('unless', 'IN'), ('supposed', 'VBN'), ('cold', 'NN'), ('comes', 'VBZ'), ('warm', 'JJ'), ('rather', 'RB'), ('stay', 'VBP'), ('super', 'JJ'), ('place', 'NN')]"
1180,1180,"My recent stay at the Talbott Hotel in Chicago was miserable. My visit began on the wrong foot when they couldn't locate my reservation. I had my reservation code and the email confirmation but they insisted they couldn't find me ""in the system"". We finally agreed to scrap that reservation and start over. That process was lengthy as they were training a new girl on how to take reservations. The room that I had originally reserved (King) was not available and I had to wait 45 minutes for them to clean a Double room. I was so tired from the traveling and the hassle at the front desk that I decided to stay in and order room service. It took an hour and a half for my food to arrive. When finally delivered, it was cold and not exactly how I had ordered it. So now I am cranky, tired and starving! I ate what I could from the mini bar (poor selection of items) and went to bed. The room was spacious but had a stale smell to it, as if someone had smoked in it. The next morning I complained and wanted to change rooms. The woman at the front desk couldn't be bothered with me and didn't try to make things right in any way. I decided to check out and go to another hotel for the remainder of my stay in Chicago. I will never waste my time or money at The Talbott again.
",neg,dec,"[('recent', 'JJ'), ('stay', 'NN'), ('talbott', 'IN'), ('hotel', 'NN'), ('chicago', 'NN'), ('miserable', 'JJ'), ('visit', 'NN'), ('began', 'VBD'), ('wrong', 'JJ'), ('foot', 'NN'), (""n't"", 'RB'), ('locate', 'VB'), ('reservation', 'NN'), ('reservation', 'NN'), ('code', 'NN'), ('email', 'NN'), ('confirmation', 'NN'), ('insisted', 'VBD'), (""n't"", 'RB'), ('find', 'VB'), ('system', 'NN'), ('finally', 'RB'), ('agreed', 'VBD'), ('scrap', 'JJ'), ('reservation', 'NN'), ('start', 'NN'), ('process', 'NN'), ('lengthy', 'JJ'), ('training', 'VBG'), ('new', 'JJ'), ('girl', 'NNS'), ('take', 'VBP'), ('reservations', 'NNS'), ('room', 'NN'), ('originally', 'RB'), ('reserved', 'VBD'), ('king', 'VBG'), ('available', 'JJ'), ('wait', 'NN'), ('minutes', 'NNS'), ('clean', 'VBP'), ('double', 'JJ'), ('room', 'NN'), ('tired', 'VBD'), ('traveling', 'VBG'), ('hassle', 'NN'), ('front', 'NN'), ('desk', 'NN'), ('decided', 'VBD'), ('stay', 'JJ'), ('order', 'NN'), ('room', 'NN'), ('service', 'NN'), ('took', 'VBD'), ('hour', 'NN'), ('half', 'NN'), ('food', 'NN'), ('arrive', 'JJ'), ('finally', 'RB'), ('delivered', 'VBN'), ('cold', 'NN'), ('exactly', 'RB'), ('ordered', 'VBD'), ('now', 'RB'), ('cranky', 'RB'), ('tired', 'JJ'), ('starving', 'VBG'), ('ate', 'NN'), ('mini', 'NN'), ('bar', 'NN'), ('poor', 'JJ'), ('selection', 'NN'), ('items', 'NNS'), ('went', 'VBD'), ('bed', 'JJ'), ('room', 'NN'), ('spacious', 'JJ'), ('stale', 'NN'), ('smell', 'NN'), ('someone', 'NN'), ('smoked', 'VBD'), ('next', 'JJ'), ('morning', 'NN'), ('complained', 'VBD'), ('wanted', 'JJ'), ('change', 'NN'), ('rooms', 'NNS'), ('woman', 'NN'), ('front', 'NN'), ('desk', 'VBP'), (""n't"", 'RB'), ('bothered', 'VBN'), (""n't"", 'RB'), ('try', 'VB'), ('make', 'VB'), ('things', 'NNS'), ('right', 'JJ'), ('way', 'NN'), ('decided', 'VBD'), ('check', 'NN'), ('another', 'DT'), ('hotel', 'NN'), ('remainder', 'NN'), ('stay', 'NN'), ('chicago', 'RB'), ('will', 'MD'), ('never', 'RB'), ('waste', 'VB'), ('time', 'NN'), ('money', 'NN'), ('talbott', 'NN')]"
1181,1181,"The Talbott is definitely not worth the price you pay. I was really looking forward to staying here since it was recently renovated & was in a good location. Unfortunately, it just didn't live up to the hype. ""Recently renovated"" apparently means it was redone in the last decade, not the last year. It was just very tired-looking. Also very disappointing was the food, and the service was hit or miss. I expected better from a hotel of this caliber. Bottom line, there are better places with better value. Stay elsewhere.
",neg,dec,"[('talbott', 'NN'), ('definitely', 'RB'), ('worth', 'JJ'), ('price', 'NN'), ('pay', 'NN'), ('really', 'RB'), ('looking', 'VBG'), ('forward', 'RB'), ('staying', 'VBG'), ('since', 'IN'), ('recently', 'RB'), ('renovated', 'VBN'), ('good', 'JJ'), ('location', 'NN'), ('unfortunately', 'RB'), ('just', 'RB'), (""n't"", 'RB'), ('live', 'JJ'), ('hype', 'NN'), ('recently', 'RB'), ('renovated', 'VBD'), ('apparently', 'RB'), ('means', 'VBZ'), ('redone', 'NN'), ('last', 'JJ'), ('decade', 'NN'), ('last', 'JJ'), ('year', 'NN'), ('just', 'RB'), ('tired-looking', 'NN'), ('also', 'RB'), ('disappointing', 'VBG'), ('food', 'NN'), ('service', 'NN'), ('hit', 'VBD'), ('miss', 'JJ'), ('expected', 'VBN'), ('better', 'RBR'), ('hotel', 'NN'), ('caliber', 'VB'), ('bottom', 'JJ'), ('line', 'NN'), ('better', 'RBR'), ('places', 'NNS'), ('better', 'RBR'), ('value', 'NN'), ('stay', 'NN'), ('elsewhere', 'RB')]"
